#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2023-11-09T15:37:59 [V7.32.5]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	protocol=ASU	
#INFO	request_date=2023-11-09T15:37:59	
#INFO	request_post=https://vizier.cds.unistra.fr//viz-bin/asu-tsv	
#-oc.form=dec
#-out.max=unlimited
#-nav=cat:J/ApJS/253/7&tab:{J/ApJS/253/7/table11}&key:source=J/ApJS/253/7/table11&HTTPPRM:&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/ApJS/253/7/table11
#-order=I
#-out=Cat
#-out=FName
#-out=m_PName
#-out=OName
#-out=f_FName
#-out=r_FName
#-out=SpTO
#-out=f_SpTO
#-out=r_SpTO
#-out=SpTIR
#-out=r_SpTIR
#-out=u_plx
#-out=plx
#-out=e_plx
#-out=pmtot
#-out=e_pmtot
#-out=AS
#-out=AS-flags
#-out=Teff
#-out=e_Teff
#-out=Note
#-out=PName
#-out=SimbadName
#-out=_RA
#-out=_DE
#
#INFO	contact=cds-question@unistra.fr	
#INFO	version=7.32.5	
#INFO	-out.max=unlimited	

#RESOURCE=yCat_22530007
#Name: J/ApJS/253/7
#Title: A full-sky census of brown dwarfs within 20pc (Kirkpatrick+, 2021)
#INFO	ivoid=ivo://cds.vizier/j/apjs/253/7	
#INFO	publisher=CDS	
#INFO	creator=Kirkpatrick J.D.	
#INFO	related_resource=bibcode:2021ApJS..253....7K	
#INFO	landing_page=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/253/7	
#INFO	publication_date=2023-10-24	
#INFO	curation_level=RESEARCH	
#INFO	rights=https://cds.unistra.fr/vizier-org/licences_vizier.html	
#Table	J_ApJS_253_7_table11:
#Name: J/ApJS/253/7/table11
#Title: The full-sky 20-pc census of L, T, and Y dwarfs (known as of 2020 Oct)
#Column	Cat	(A7)	Catalog used for FName if any	[ucd=instr.setup;meta.table]
#Column	FName	(A19)	Full name, position-based identifier	[ucd=meta.id;meta.main]
#Column	m_PName	(A2)	Component ID on object	[ucd=meta.code.multip]
#Column	OName	(a21)	Other name	[ucd=meta.id]
#Column	f_FName	(A1)	Cross identification flags for Table A1 (1)	[ucd=meta.code]
#Column	r_FName	(a7)	Discovery Reference(s) (see refs.dat file)	[ucd=meta.ref;pos.frame]
#Column	SpTO	(a12)	Optical spectral type	[ucd=src.spType]
#Column	f_SpTO	(A1)	Flag on SpTO (2)	[ucd=meta.code]
#Column	r_SpTO	(A3)	Reference(s) for SpTO (see refs.dat file)	[ucd=meta.ref;pos.frame]
#Column	SpTIR	(a14)	Near-IR spectral type	[ucd=src.spType]
#Column	r_SpTIR	(a7)	Reference(s) for SpTIR (see refs.dat file)	[ucd=meta.ref;pos.frame]
#Column	u_plx	(A1)	[:u ] Uncertainty flag (3)	[ucd=meta.code.error;pos.parallax]
#Column	plx	(F8.4)	[37.1/501.6]? Absolute parallax	[ucd=pos.parallax.trig]
#Column	e_plx	(F7.4)	[0.019/21.4]? Uncertainty in plx	[ucd=stat.error;pos.parallax]
#Column	pmtot	(F7.2)	[11.7/8151.6]? Total proper motion	[ucd=pos.pm]
#Column	e_pmtot	(F5.2)	[0.1/99.7]? Uncertainty in pmtot	[ucd=stat.error]
#Column	AS	(a6)	Source of the astrometry (see refs.dat file)	[ucd=meta.bib]
#Column	AS-flags	(A1)	Flags on astrometry (4)	[ucd=meta.code]
#Column	Teff	(I4)	[250/2338]? Effective surface temperature	[ucd=phys.temperature.effective]
#Column	e_Teff	(I3)	[10/198]? Uncertainty in Teff	[ucd=stat.error;phys.temperature.effective]
#Column	Note	(a7)	Special note(s) (5)	[ucd=meta.note]
#Column	PName	(A9)	Short name position code for object (HHMM+DDMM; J2000) as in other tables; column added by CDS	[ucd=meta.id]
#Column	SimbadName	(a28)	Simbad column added by the CDS	[ucd=meta.id]
#Column	_RA	(F9.5)	Positions from Simbad or names (right ascension part)	[ucd=pos.eq.ra;meta.main]
#Column	_DE	(F9.5)	Positions from Simbad or names (declination part)	[ucd=pos.eq.dec;meta.main]
Cat;FName;m_PName;OName;f_FName;r_FName;SpTO;f_SpTO;r_SpTO;SpTIR;r_SpTIR;u_plx;plx;e_plx;pmtot;e_pmtot;AS;AS-flags;Teff;e_Teff;Note;PName;SimbadName;_RA;_DE
2MASS  ;J21373742+0808463  ;  ;                     ; ;112    ;L5:         ; ;112;L5            ;124    ; ; 66.0620; 0.8664; 695.80; 2.20;168   ; ;1560; 88;       ;2137+0808;2MASS J21373742+0808463     ;324.40581;+08.14618
CWISEP ;J213838.74-313808.5;  ;                     ; ;232    ;            ; ;   ;T8            ;0      ;:; 50.2000;       ; 665.20;62.70;0     ; ; 686; 79;       ;2138-3138;CWISEP J213838.74-313808.5  ;324.65884;-31.63439
2MASS  ;J21392676+0220226  ;  ;                     ; ;112    ;T2          ; ;214;T1.5          ;61     ; ;101.5000; 2.0000; 501.70; 3.40;74    ; ;1123; 94;       ;2139+0220;2MASS J21392676+0220226     ;324.86154;+02.33964
WISE   ;J214155.85-511853.1;  ;                     ; ;184    ;            ; ;   ;L6~pec~(blue) ;184    ; ; 63.4787; 0.9028; 752.50; 2.10;168   ; ;1415; 88;       ;2141-5118;WISE J214155.85-511853.1    ;325.47952;-51.31407
       ;J214431+144618     ;  ;GJ 836.7B            ; ;192    ;            ; ;   ;T3            ;124    ; ; 55.1631; 0.0608; 257.30; 0.10;168   ;a;1043; 23;       ;2144+1446;GJ 836.7B                   ;326.11863;+14.76883
       ;J214638-001038     ;  ;GJ 1263B             ; ;59     ;            ; ;   ;T8.5          ;10     ; ; 80.7724; 0.1102; 920.80; 0.20;168   ;a; 568; 88;       ;2146-0010;GJ 1263B                    ;326.66179;-00.17739
WISE   ;J214706.78-102924.0;  ;                     ; ;8      ;            ; ;   ;T7.5          ;8      ; ; 51.8000; 2.4000; 172.70; 2.10;0     ; ; 774; 88;       ;2147-1029;WISE J214706.78-102924.0    ;326.77825;-10.49000
2MASS  ;J21481628+4003593  ;  ;                     ; ;193    ;L6          ; ;161;L6.5~pec~(red);161    ; ;123.2758; 0.4557; 898.80; 1.10;168   ; ;1446; 72;       ;2148+4003;2MASS J21481628+4003593     ;327.06791;+40.06648
2MASS  ;J21513839-4853542  ;  ;                     ; ;195    ;            ; ;   ;T4            ;124    ; ; 57.4600; 2.3100; 465.00; 2.80;200   ; ;1160; 88;       ;2151-4853;2MASS J21513839-4853542     ;327.90997;-48.89840
2MASS  ;J21522609+0937575  ;A ;                     ; ;112    ;L6:         ; ;117;              ;       ; ; 51.3000; 3.4000; 301.90; 1.30;0     ; ;1512;134;       ;2152+0937;WDS J21524+0938AB           ;328.10871;+09.63265
2MASS  ;J21522609+0937575  ;B ;                     ; ;112    ;L6:         ; ;117;              ;       ; ; 51.3000; 3.4000; 301.90; 1.30;0     ; ;1512;134;       ;2152+0937;WDS J21524+0938AB           ;328.10871;+09.63265
2MASS  ;J21543318+5942187  ;  ;                     ; ;24     ;            ; ;   ;T6            ;24     ; ; 71.0000; 2.3000; 493.40; 1.00;0     ; ; 981; 88;       ;2154+5942;2MASS J21543318+5942187     ;328.63828;+59.70521
WISEPC ;J215751.38+265931.4;  ;                     ; ;4      ;            ; ;   ;T7            ;4      ; ; 61.2000; 2.0000; 119.50; 1.10;0     ; ; 762; 88;       ;2157+2659;WISEP J215751.38+265931.4   ;329.46399;+26.99206
WISEA  ;J215949.54-480855.2;  ;                     ; ;6      ;            ; ;   ;T9            ;6      ; ; 73.9000; 2.6000;1279.60; 1.60;0     ; ; 549; 88;       ;2159-4808;WISEA J215949.54-480855.2   ;329.95620;-48.14859
WISEA  ;J220304.18+461923.4;  ;                     ; ;22     ;            ; ;   ;T8            ;22     ; ; 75.1000; 3.4000;1317.30; 4.60;0     ; ; 686; 79;       ;2203+4619;WISEA J220304.18+461923.4   ;330.76742;+46.32317
2MASS  ;J22041052-5646577  ;  ;Gl 845B              ; ;60     ;T0-2        ; ;222;T1            ;61     ; ;274.8048; 0.2494;4708.20; 0.60;168   ;a;1236; 79;       ;2204-5646;2MASS J22041052-5646577     ;331.04415;-56.78284
2MASS  ;J22041052-5646577  ;  ;Gl 845C              ; ;235    ;T6-6.5      ; ;222;T6            ;61     ; ;274.8048; 0.2494;4708.20; 0.60;168   ;a; 965; 79;       ;2204-5646;2MASS J22041052-5646577     ;331.04415;-56.78284
WISE   ;J220905.73+271143.9;  ;                     ; ;4      ;            ; ;   ;Y0:           ;18     ; ;161.7000; 2.0000;1819.20; 1.10;0     ; ; 389; 88;       ;2209+2711;WISE J220905.73+271143.9    ;332.27389;+27.19555
WISEPC ;J220922.10-273439.5;  ;                     ; ;4      ;            ; ;   ;T7            ;4      ; ; 75.5000; 3.6000; 878.20; 2.30;0     ; ; 751; 88;       ;2209-2734;WISEP J220922.10-273439.5   ;332.34213;-27.57768
WISEA  ;J221140.53-475826.7;  ;                     ; ;6      ;            ; ;   ;[T8]          ;6      ; ; 53.0000; 3.3000; 128.50; 2.90;0     ; ; 759; 88;       ;2211-4758;WISEA J221140.53-475826.7   ;332.91884;-47.97404
WISE   ;J221216.33-693121.6;  ;                     ; ;9      ;            ; ;   ;T9            ;9      ; ; 80.6000; 1.9000; 791.70; 1.00;0     ; ; 487; 88;       ;2212-6931;WISE J221216.33-693121.6    ;333.06805;-69.52268
WISEPC ;J221354.69+091139.4;  ;                     ; ;4      ;            ; ;   ;T7            ;4      ; ; 54.5000; 2.5000; 128.00; 1.20;1     ; ; 867; 88;       ;2213+0911;WISEP J221354.69+091139.4   ;333.47801;+09.19435
2MASS  ;J22153705+2110554  ;  ;                     ; ;196    ;            ; ;   ;T1~pec        ;196    ; ; 57.6000; 3.6000; 197.10; 4.20;0     ; ;1204; 88;       ;2215+2110;2MASS J22153705+2110554     ;333.90440;+21.18208
WISE   ;J222055.31-362817.4;  ;                     ; ;2      ;            ; ;   ;Y0            ;2      ; ; 95.5000; 2.1000; 305.90; 1.30;0     ; ; 452; 88;       ;2220-3628;WISE J222055.31-362817.4    ;335.23050;-36.47153
2MASSW ;J2224438-015852    ;  ;                     ; ;105    ;L4.5        ; ;105;L4.5~pec~(red);166    ; ; 87.5000; 0.5400; 984.40; 0.10;172   ; ;1646; 71;       ;2224-0158;2MASSW J2224438-015852      ;336.18273;-01.98147
WISEPC ;J222623.05+044003.9;  ;                     ; ;4      ;            ; ;   ;T8            ;4      ; ; 54.4000; 5.9000; 543.20; 5.70;1     ; ; 817; 88;       ;2226+0440;WISEP J222623.05+044003.9   ;336.59609;+04.66781
2MASS  ;J22282889-4310262  ;  ;                     ; ;34     ;            ; ;   ;T6            ;61     ; ; 92.1000; 2.6000; 305.70; 3.60;74    ; ; 891; 82;       ;2228-4310;2MASS J22282889-4310262     ;337.12039;-43.17396
CWISEP ;J223022.60+254907.5;  ;                     ; ;232    ;            ; ;   ;[>=Y1]        ;232    ;u; 71.3000;16.0000; 735.50;47.70;0     ; ; 367; 79;[62.2] ;2230+2549;CWISEP J223022.60+254907.5  ;337.59642;+25.82068
WISEA  ;J223204.53-573010.4;  ;                     ; ;6      ;            ; ;   ;T9            ;6      ; ; 51.7000; 3.4000; 426.10; 2.40;0     ; ; 611; 88;       ;2232-5730;WISEA J223204.53-573010.4   ;338.01879;-57.50294
WISE   ;J223617.59+510551.9;  ;                     ; ;8      ;            ; ;   ;T5.5          ;8      ; ;102.8000; 1.9000; 780.30; 3.30;237   ; ;1077; 88;       ;2236+5105;WISE J223617.59+510551.9    ;339.07023;+51.09687
WISE   ;J223720.39+722833.8;  ;                     ; ;8      ;            ; ;   ;T6            ;8      ; ; 67.3000; 2.2000; 130.40; 1.30;0     ; ; 971; 88;       ;2237+7228;WISE J223720.39+722833.8    ;339.33569;+72.47644
WISEA  ;J224319.56-145857.3;  ;                     ; ;233    ;            ; ;   ;[Y0]          ;233    ;:; 68.3000;       ; 626.10;22.10;0     ; ; 460; 79;       ;2243-1458;WISEA J224319.56-145857.3   ;340.83146;-14.98257
2MASSW ;J2244316+204343    ;  ;                     ; ;170    ;L6.5~pec    ; ;175;L6-8{gamma}   ;175    ; ; 58.7000; 1.0000; 328.90; 1.40;198   ; ;1184; 10;yng    ;2244+2043;2MASSW J2244316+204343      ;341.13197;+20.72869
DENIS-P;J225210.73-173013.4;A ;                     ; ;137    ;            ; ;   ;[L4:]         ;180    ; ; 59.1461; 0.8244; 438.80; 1.90;168   ; ;1722;134;       ;2252-1730;DENIS J225210.7-173013      ;343.04480;-17.50386
DENIS-P;J225210.73-173013.4;B ;                     ; ;223    ;            ; ;   ;[T3.5]        ;180    ; ; 59.1461; 0.8244; 438.80; 1.90;168   ; ;1190; 79;       ;2252-1730;DENIS J225210.7-173013      ;343.04480;-17.50386
WISEA  ;J225404.16-265257.5;  ;                     ; ;233    ;            ; ;   ;[T9.5]        ;233    ;:; 63.0000;       ; 614.60;25.80;0     ; ; 511; 79;       ;2254-2652;WISEA J225404.16-265257.5   ;343.51724;-26.88260
2MASSI ;J2254188+312349    ;  ;                     ; ;32     ;T5          ; ;214;T4            ;124    ; ; 72.0000; 3.0000; 199.00; 8.00;77    ; ;1131; 88;       ;2254+3123;2MASSI J2254188+312349      ;343.57883;+31.39717
2MASS  ;J22551861-5713056  ;A ;                     ; ;111    ;L6:         ; ;167;L5.5:         ;167    ; ; 58.8576; 0.5866; 327.40; 1.20;168   ; ;1562;134;       ;2255-5713;WDS J22553-5713AB           ;343.82741;-57.21839
2MASS  ;J22551861-5713056  ;B ;                     ; ;167    ;            ; ;   ;L8:           ;167    ; ; 58.8576; 0.5866; 327.40; 1.20;168   ; ;1335;134;       ;2255-5713;WDS J22553-5713AB           ;343.82741;-57.21839
WISEPC ;J225540.74-311841.8;  ;                     ; ;4      ;            ; ;   ;T8            ;4      ; ; 72.8000; 3.5000; 348.00; 2.70;0     ; ; 686; 88;       ;2255-3118;WISEP J225540.74-311841.8   ;343.91980;-31.31169
CWISEP ;J225628.97+400227.3;  ;                     ; ;232    ;            ; ;   ;[>=Y1]        ;232    ; ;101.8000;11.2000; 720.00;32.10;0     ; ; 367; 79;       ;2256+4002;CWISEP J225628.97+400227.3  ;344.11729;+40.04166
CWISEP ;J230158.30-645858.3;  ;                     ; ;232    ;            ; ;   ;[T8.5]        ;232    ;:; 56.8000;       ; 348.20;52.10;0     ; ; 624; 79;       ;2301-6458;CWISEP J230158.30-645858.3  ;345.49203;-64.98120
WISE   ;J230133.32+021635.0;  ;                     ; ;8      ;            ; ;   ;T6.5          ;8      ; ; 54.1000; 2.5000; 112.10; 1.90;0     ; ; 919; 88;       ;2301+0216;WISE J230133.32+021635.0    ;345.38909;+02.27665
WISEA  ;J230228.66-713441.7;  ;                     ; ;6      ;            ; ;   ;[T4.5]        ;6      ; ; 64.8000; 3.3000; 100.90; 2.60;0     ; ; 705; 88;       ;2302-7134;WISEA J230228.66-713441.7   ;345.61950;-71.57822
WISEPA ;J231336.40-803700.3;  ;                     ; ;4      ;            ; ;   ;T8            ;4      ; ; 92.6000; 2.2000; 494.50; 1.30;0     ; ; 675; 88;       ;2313-8037;WISEP J231336.40-803700.3   ;348.40159;-80.61672
2MASS  ;J23174712-4838501  ;  ;                     ; ;112    ;L4~pec      ; ;133;L6.5~pec~(red);133    ; ; 50.0212; 1.2656; 257.50; 1.80;168   ; ;1537;197;yng    ;2317-4838;2MASS J23174712-4838501     ;349.44630;-48.64729
2MASS  ;J23185497-1301106  ;  ;                     ; ;104    ;            ; ;   ;T5            ;104    ; ; 66.5000; 3.2000; 834.50; 4.80;237   ; ;1120; 88;       ;2318-1301;2MASS J23185497-1301106     ;349.72906;-13.01963
WISEPC ;J231939.13-184404.3;  ;                     ; ;4      ;            ; ;   ;T7.5          ;4      ; ; 80.9000; 2.7000; 154.80; 1.60;0     ; ; 632; 88;       ;2319-1844;WISEP J231939.13-184404.3   ;349.91308;-18.73458
ULAS   ;J232123.79+135454.9;  ;                     ; ;26     ;            ; ;   ;T7.5          ;31     ; ; 82.8000; 2.1000; 575.20; 1.40;0     ; ; 725; 88;       ;2321+1354;ULAS J232123.79+135454.9    ;350.34916;+13.91525
2MASS  ;J23224684-3133231  ;  ;                     ; ;112    ;L0{beta}    ; ;112;L2{beta}      ;118,175; ; 50.3213; 0.5576; 577.40; 0.80;168   ; ;1667;139;yng    ;2322-3133;2MASS J23224684-3133231     ;350.69511;-31.55652
WISEPC ;J232519.54-410534.9;  ;                     ; ;4      ;            ; ;   ;T9~pec        ;4      ; ;108.4000; 3.7000; 837.00; 6.70;21,1  ; ; 503; 88;sd     ;2325-4105;WISEP J232519.54-410534.9   ;351.33141;-41.09307
2MASS  ;J23254530+4251488  ;  ;                     ; ;120    ;L8          ; ;120;L7.5+/-1      ;124    ; ; 67.6385; 2.1054; 289.30; 5.00;168   ; ;1303; 88;       ;2325+4251;2MASS J23254530+4251488     ;351.43876;+42.86343
2MASS  ;J23312378-4718274  ;  ;                     ; ;3      ;            ; ;   ;T5            ;124    ;u; 56.5000; 7.5000; 101.10; 2.90;0     ; ;1125; 79;[67.2] ;2331-4718;2MASS J23312378-4718274     ;352.84911;-47.30762
WISE   ;J233226.49-432510.6;  ;                     ; ;2      ;            ; ;   ;T9:           ;2      ; ; 61.1000; 2.1000; 362.60; 1.20;0     ; ; 555; 88;       ;2332-4325;WISE J233226.49-432510.6    ;353.11040;-43.41962
2MASSI ;J2339101+135230    ;  ;                     ; ;32     ;            ; ;   ;T5            ;124    ; ; 51.2000; 4.2000;1028.20; 7.80;0     ; ;1117; 88;       ;2339+1352;2MASSI J2339101+135230      ;354.79271;+13.87458
WISEPA ;J234351.20-741847.0;  ;                     ; ;4      ;            ; ;   ;T6            ;4      ; ; 60.9000; 2.2000; 436.50; 1.30;0     ; ; 974; 88;       ;2343-7418;WISEP J234351.20-741847.0   ;355.96027;-74.31348
CWISE  ;J234426.81-475502.6;  ;                     ; ;0      ;            ; ;   ;T5.5          ;0      ;:; 59.8000;       ; 119.60;13.00;0     ; ;1044; 79;       ;2344-4755;CWISE J234426.81-475502.6   ;356.11184;-47.91827
WISEPC ;J234446.25+103415.8;  ;                     ; ;4      ;            ; ;   ;T9            ;4,8    ; ; 68.0000; 2.6000; 947.00; 1.60;0     ; ; 574; 88;       ;2344+1034;WISEP J234446.25+103415.8   ;356.19264;+10.57101
WISEPC ;J234841.10-102844.4;  ;                     ; ;4      ;            ; ;   ;T7            ;4      ; ; 58.4000; 3.5000; 642.50; 1.50;1     ; ; 853; 88;       ;2348-1028;WISEP J234841.10-102844.4   ;357.17127;-10.47892
WISEA  ;J235402.79+024014.1;  ;                     ; ;9      ;            ; ;   ;Y1            ;9      ; ;130.6000; 3.3000; 642.70; 3.10;0     ; ; 388; 88;       ;2354+0240;WISEA J235402.79+024014.1   ;358.51162;+02.67058
CWISEP ;J235644.78-481456.3;  ;                     ; ;232    ;            ; ;   ;[Y0.5]        ;232    ;:; 57.6000;       ; 887.10;25.00;0     ; ; 412; 79;       ;2356-4814;CWISEP J235644.78-481456.3  ;359.17995;-48.24854
2MASSI ;J2356547-155310    ;  ;                     ; ;32     ;            ; ;   ;T5.5          ;124    ; ; 68.9700; 3.4200; 746.20; 2.90;68    ; ;1007; 88;       ;2356-1553;2MASSI J2356547-155310      ;359.22821;-15.88643
WISE   ;J235716.49+122741.8;  ;                     ; ;8      ;            ; ;   ;T6            ;8      ; ; 61.9000; 3.0000; 509.10; 3.10;0     ; ; 905; 88;       ;2357+1227;WISE J235716.49+122741.8    ;359.31862;+12.46321
WISEPA ;J235941.07-733504.8;  ;                     ; ;4      ;            ; ;   ;T5.5          ;4      ; ; 86.7000; 5.7000; 283.60; 7.70;66    ; ; 879; 88;       ;2359-7335;WISEP J235941.07-733504.8   ;359.91812;-73.58486

